source	canonical_id_left	name_left	role_left	word	lemma	index	negated	original_ids_left	gender_left	name_variants_left	canonical_id_right	name_right	role_right	original_ids_right	gender_right	name_variants_right
avp	125	Vera Elizabeth Claythorne	agent	followed	follow	6773	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	94	Ethel Rogers	patient	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']
avp	125	Vera Elizabeth Claythorne	agent	seen	see	7316	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	56	Owen	patient	[56, 89, 95, 122, 127]	m	['Mr. Owen', 'Owen', 'a Mr. Owen', 'This Mr. Owen', 'This fellow Owen', 'this Mr. Owen', 'Mr. Unknown Owen', 'the lunatic Mr. Owen', 'U.N. Owen', 'Mrs. Owen', 'the Owens', 'These Owens', 'The Owens', 'these Owens', 'Ulick Norman Owen', 'This man Owen']
avp	125	Vera Elizabeth Claythorne	agent	understand	understand	23887	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	76	Emily Brent	patient	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']
avp	125	Vera Elizabeth Claythorne	agent	keep	keep	24275	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	109	Beatrice Taylor	patient	[109]	f	['Beatrice Taylor', 'BEATRICE TAYLOR', 'Beatrice']
avp	125	Vera Elizabeth Claythorne	agent	avoided	avoid	27705	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	76	Emily Brent	patient	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']
avp	125	Vera Elizabeth Claythorne	agent	strike	strike	36882	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	125	Vera Elizabeth Claythorne	agent	see	see	36978	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	125	Vera Elizabeth Claythorne	agent	answered	answer	37223	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	125	Vera Elizabeth Claythorne	agent	fetch	fetch	43689	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	76	Emily Brent	patient	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']
avp	125	Vera Elizabeth Claythorne	agent	tell	tell	50380	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	69	Cyril Ogilvie Hamilton	patient	[69]	m	['Cyril', 'Cyril Ogilvie Hamilton', 'Cyril Hamilton']
avp	125	Vera Elizabeth Claythorne	agent	facing	face	58039	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	125	Vera Elizabeth Claythorne	agent	shot	shoot	62392	False	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	56	Owen	agent	mention	mention	7061	False	[56, 89, 95, 122, 127]	f	['Mr. Owen', 'Owen', 'a Mr. Owen', 'This Mr. Owen', 'This fellow Owen', 'this Mr. Owen', 'Mr. Unknown Owen', 'the lunatic Mr. Owen', 'U.N. Owen', 'Mrs. Owen', 'the Owens', 'These Owens', 'The Owens', 'these Owens', 'Ulick Norman Owen', 'This man Owen']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	55	Lawrence John Wargrave	agent	seeing	see	33492	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	84	Edward George Armstrong	agent	watching	watch	46882	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	84	Edward George Armstrong	agent	supported	support	48376	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	84	Edward George Armstrong	agent	inform	inform	52919	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	93	William Henry Blore	agent	thank	thank	55605	False	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']	125	Vera Elizabeth Claythorne	patient	[125]	f	['Vera', 'Vera Claythorne', 'Miss Claythorne', 'Claythorne', 'Vera Elizabeth Claythorne', 'Miss Vera Claythorne']
avp	71	Philip Lombard	agent	laid	lay	17023	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	90	Anthony James Marston	patient	[90, 92, 123, 168, 175]	m	['Anthony Marston', 'Marston', 'Anthony', 'Anthony James Marston', 'young Marston', 'Tony Marston', 'Tony', 'Mr. Marston', 'this young Mr. Marston', 'Young Marston', 'Aeons']
avp	71	Philip Lombard	agent	thank	thank	22807	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	saying	say	25252	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	56	Owen	patient	[56, 89, 95, 122, 127]	m	['Mr. Owen', 'Owen', 'a Mr. Owen', 'This Mr. Owen', 'This fellow Owen', 'this Mr. Owen', 'Mr. Unknown Owen', 'the lunatic Mr. Owen', 'U.N. Owen', 'Mrs. Owen', 'the Owens', 'These Owens', 'The Owens', 'these Owens', 'Ulick Norman Owen', 'This man Owen']
avp	71	Philip Lombard	agent	tell	tell	25408	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	took	take	25886	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	put	put	37248	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	left	leave	37381	True	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	found	find	39864	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	ask	ask	41347	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	71	Philip Lombard	agent	ask	ask	41518	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	71	Philip Lombard	agent	suspect	suspect	41631	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	71	Philip Lombard	agent	tell	tell	42039	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	71	Philip Lombard	agent	joined	join	52516	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	55	Lawrence John Wargrave	agent	see	see	33904	True	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	55	Lawrence John Wargrave	agent	ask	ask	44767	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	71	Philip Lombard	patient	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']
avp	84	Edward George Armstrong	agent	met	meet	14077	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	128	Matthews	patient	[128]	m	['Matthews']
avp	84	Edward George Armstrong	agent	laid	lay	17023	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	90	Anthony James Marston	patient	[90, 92, 123, 168, 175]	m	['Anthony Marston', 'Marston', 'Anthony', 'Anthony James Marston', 'young Marston', 'Tony Marston', 'Tony', 'Mr. Marston', 'this young Mr. Marston', 'Young Marston', 'Aeons']
avp	84	Edward George Armstrong	agent	remembered	remember	17400	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	119	Edward Seton	patient	[119]	m	['Seton', 'Edward Seton', 'one Edward Seton', 'The Seton']
avp	84	Edward George Armstrong	agent	followed	follow	20125	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	94	Ethel Rogers	patient	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']
avp	84	Edward George Armstrong	agent	asked	ask	24908	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	94	Ethel Rogers	patient	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']
avp	84	Edward George Armstrong	agent	lifted	lift	34497	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	94	Ethel Rogers	patient	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']
avp	84	Edward George Armstrong	agent	killed	kill	52469	False	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']	93	William Henry Blore	patient	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']
avp	55	Lawrence John Wargrave	agent	prepared	prepare	17387	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	94	Ethel Rogers	agent	given	give	25741	False	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	93	William Henry Blore	agent	found	find	28646	False	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	93	William Henry Blore	agent	left	leave	28651	False	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	55	Lawrence John Wargrave	agent	addressed	address	33334	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	55	Lawrence John Wargrave	agent	ask	ask	44093	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	55	Lawrence John Wargrave	agent	following	follow	48857	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	71	Philip Lombard	agent	like	like	54600	False	[71, 72, 97]	m	['Lombard', 'Philip Lombard', 'Philip', 'That fellow Lombard', 'Suddenly Philip Lombard', 'Mr. Lombard', 'Captain Lombard']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	74	Isaac Morris	agent	interviewed	interview	65363	False	[74]	m	['Morris', 'Isaac Morris', 'Mr. Morris', 'Mr. Isaac Morris', 'that Mr. Morris', 'Maurice', 'this Morris']	84	Edward George Armstrong	patient	[84, 86, 287, 737, 861]	m	['Armstrong', 'Dr. Armstrong', 'Poor Dr. Armstrong', 'the doctor', 'The doctor', 'doctor', 'Doctor', 'Doctor doctor', 'Edward George Armstrong']
avp	93	William Henry Blore	agent	get	get	22202	False	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']	94	Ethel Rogers	patient	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']
avp	93	William Henry Blore	agent	said	say	35275	False	[93, 98, 157]	m	['Blore', 'Mr. Blore', 'William Henry Blore', 'Nevertheless Blore', 'Ex - Inspector Blore', 'Inspector Blore', 'ex Inspector Blore', 'Mr. Davis', 'Davis']	55	Lawrence John Wargrave	patient	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']
avp	76	Emily Brent	agent	say	say	9589	False	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']	56	Owen	patient	[56, 89, 95, 122, 127]	f	['Mr. Owen', 'Owen', 'a Mr. Owen', 'This Mr. Owen', 'This fellow Owen', 'this Mr. Owen', 'Mr. Unknown Owen', 'the lunatic Mr. Owen', 'U.N. Owen', 'Mrs. Owen', 'the Owens', 'These Owens', 'The Owens', 'these Owens', 'Ulick Norman Owen', 'This man Owen']
avp	76	Emily Brent	agent	seen	see	40174	False	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']	55	Lawrence John Wargrave	patient	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']
avp	55	Lawrence John Wargrave	agent	followed	follow	4139	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	76	Emily Brent	patient	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']
avp	94	Ethel Rogers	agent	addressed	address	31541	False	[94, 153]	f	['Rogers', 'Mrs. Rogers', 'Mother Rogers']	76	Emily Brent	patient	[76, 77]	f	['Emily Brent', 'Miss Brent', 'Miss Emily Brent', 'Emily', 'Only Emily Brent', 'Dear Miss Brent']
avp	55	Lawrence John Wargrave	agent	murdered	murder	25164	False	[55, 62, 118, 129, 136, 338]	m	['Mr. Justice Wargrave', 'Wargrave', 'old Wargrave', 'old Justice Wargrave', 'Again Wargrave', 'Mr. Bloody Justice Wargrave', 'The judge', 'the judge', 'the Judge', 'Old Wargrave', 'John', 'Lawrence John Wargrave', 'Lawrence Wargrave', 'Llewellyn', 'Dearest Lawrence']	119	Edward Seton	patient	[119]	m	['Seton', 'Edward Seton', 'one Edward Seton', 'The Seton']
